CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
28810,MRS.,KAYLEE,BLUE,4/17/1973,M,F,kaylee10@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y
28811,MR.,CALEB,PHILLIPS,2/12/1973,M,M,caleb35@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Skilled Manual,N
28812,MRS.,BRIANNA,WATSON,4/21/1973,M,F,brianna44@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y
28813,MR.,CAMERON,WASHINGTON,11/6/1971,M,M,cameron8@bmc-switzerland-com,"$40,000 ",4,High School,Skilled Manual,Y
28814,MRS.,ANNA,BUTLER,3/22/1971,M,F,anna39@bmc-switzerland-com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
28815,MRS.,LAUREN,JAMES,4/25/1971,M,F,lauren18@bmc-switzerland-com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
28816,MRS.,JESSICA,COX,7/14/1971,S,F,jessica13@bmc-switzerland-com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
28817,MR.,JAMES,LEE,9/12/1971,M,M,james95@bmc-switzerland-com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
28818,MR.,DWAYNE,HERNANDEZ,5/2/1972,M,M,dwayne3@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,N
28819,MRS.,GRACE,BENNETT,10/11/1972,M,F,grace48@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
28820,MRS.,NAOMI,ALVAREZ,7/20/1972,M,F,naomi4@bmc-switzerland-com,"$60,000 ",1,Bachelors,Skilled Manual,Y
28821,MR.,BLAKE,JACKSON,7/20/1972,M,M,blake11@bmc-switzerland-com,"$60,000 ",1,Bachelors,Skilled Manual,Y
28822,MRS.,AMANDA,ALEXANDER,7/19/1972,M,F,amanda40@bmc-switzerland-com,"$60,000 ",1,Bachelors,Skilled Manual,Y
28823,MR.,XAVIER,BROWN,11/17/1972,M,M,xavier4@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
28824,MR.,BRANDON,GONZALES,11/8/1972,S,M,brandon14@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
28825,MR.,CALEB,HERNANDEZ,8/4/1972,M,M,caleb45@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
28826,MR.,JACK,SHARMA,7/13/1972,M,M,jack31@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
28827,MR.,JOSHUA,ROBINSON,3/26/1972,M,M,joshua20@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,Y
28828,MRS.,ANDREA,MURPHY,10/24/1972,S,F,andrea16@bmc-switzerland-com,"$70,000 ",2,Graduate Degree,Professional,Y
28829,MR.,ROBERT,BRYANT,2/15/1970,M,M,robert29@bmc-switzerland-com,"$40,000 ",1,Bachelors,Skilled Manual,N
28830,MR.,MATTHEW,SMITH,6/23/1970,M,M,matthew6@bmc-switzerland-com,"$40,000 ",1,Bachelors,Skilled Manual,Y
28831,MRS.,ELIZABETH,HARRIS,1/15/1970,M,F,elizabeth17@bmc-switzerland-com,"$40,000 ",1,Bachelors,Skilled Manual,Y
28832,MR.,JOSEPH,RODRIGUEZ,5/5/1970,M,M,joseph27@bmc-switzerland-com,"$40,000 ",1,Bachelors,Skilled Manual,Y
28833,MRS.,ABIGAIL,HARRIS,11/3/1969,M,F,abigail54@bmc-switzerland-com,"$60,000 ",1,Bachelors,Skilled Manual,Y
28834,MRS.,NATALIE,HILL,4/28/1969,M,F,natalie65@bmc-switzerland-com,"$60,000 ",2,Bachelors,Skilled Manual,Y
28835,MR.,ELIJAH,PHILLIPS,3/25/1969,S,M,elijah34@bmc-switzerland-com,"$60,000 ",2,Bachelors,Skilled Manual,N
28836,MRS.,LAUREN,COOK,8/8/1971,S,F,lauren3@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,N
28837,MRS.,VICTORIA,RODRIGUEZ,10/20/1971,M,F,victoria19@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,N
28838,MRS.,JASMINE,ROSS,10/26/1971,S,F,jasmine44@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,N
28839,MR.,CONNOR,PARKER,4/13/1971,M,M,connor28@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,Y
28840,MRS.,VALERIE,HARRISON,7/12/1971,S,F,valerie20@bmc-switzerland-com,"$70,000 ",2,Graduate Degree,Professional,N
28841,MR.,SAMUEL,GONZALES,11/6/1971,M,M,samuel16@bmc-switzerland-com,"$70,000 ",2,Graduate Degree,Professional,Y
28842,MRS.,NICOLE,BAILEY,5/20/1971,M,F,nicole33@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Professional,Y
28843,MRS.,CHLOE,PRICE,1/21/1969,M,F,chloe66@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,Y
28844,MRS.,EMMA,RIVERA,4/24/1968,S,F,emma34@bmc-switzerland-com,"$70,000 ",2,Bachelors,Skilled Manual,Y
28845,MRS.,KAITLYN,SIMMONS,11/7/1968,S,F,kaitlyn82@bmc-switzerland-com,"$70,000 ",2,Bachelors,Skilled Manual,Y
28846,MRS.,CYNTHIA,LOPEZ,11/14/1968,S,F,cynthia22@bmc-switzerland-com,"$70,000 ",2,Bachelors,Skilled Manual,N
28847,MRS.,CARLY,XU,5/23/1968,S,F,carly4@bmc-switzerland-com,"$70,000 ",2,Bachelors,Skilled Manual,Y
28848,MR.,JUSTIN,BUTLER,7/26/1967,S,M,justin11@bmc-switzerland-com,"$40,000 ",0,Bachelors,Professional,N
28849,MR.,GARRETT,MURPHY,10/23/1967,S,M,garrett19@bmc-switzerland-com,"$40,000 ",0,Bachelors,Professional,N
28850,MR.,NELSON,HERNANDEZ,11/4/1970,S,M,nelson4@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Professional,N
28851,MR.,MIGUEL,MITCHELL,1/27/1970,S,M,miguel37@bmc-switzerland-com,"$60,000 ",2,Graduate Degree,Professional,N
28852,MRS.,MARIAH,WATSON,9/7/1970,M,F,mariah0@bmc-switzerland-com,"$60,000 ",2,Graduate Degree,Professional,Y
28853,MR.,MIGUEL,DAVIS,10/6/1970,M,M,miguel4@bmc-switzerland-com,"$60,000 ",2,Graduate Degree,Professional,Y
28854,MRS.,MORGAN,WALKER,6/9/1970,S,F,morgan44@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Professional,N
28855,MS.,ALEXANDRA,PEREZ,7/25/1967,S,F,alexandra54@bmc-switzerland-com,"$40,000 ",0,Bachelors,Professional,N
28856,MR.,LUKE,WANG,6/21/1967,M,M,luke14@bmc-switzerland-com,"$60,000 ",2,Bachelors,Skilled Manual,Y
28857,MR.,MATTHEW,JOHNSON,6/17/1967,S,M,matthew7@bmc-switzerland-com,"$60,000 ",2,Bachelors,Skilled Manual,Y
28858,MR.,AIDAN,HUGHES,1/19/1966,S,M,aidan12@bmc-switzerland-com,"$80,000 ",3,Bachelors,Skilled Manual,Y
28859,MR.,MICAH,CAI,10/9/1966,S,M,micah9@bmc-switzerland-com,"$80,000 ",3,Bachelors,Skilled Manual,Y
28860,MR.,IAN,ANDERSON,5/24/1966,M,M,ian10@bmc-switzerland-com,"$60,000 ",0,Graduate Degree,Professional,N
28861,MS.,ALEXANDRA,WALKER,12/19/1976,M,F,alexandra87@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
28862,MS.,CATHERINE,RAMIREZ,6/26/1976,S,F,catherine6@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
28863,MS.,ALLISON,BELL,12/26/1976,M,F,allison13@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
28864,MS.,NATALIE,MURPHY,4/26/1976,S,F,natalie8@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
28865,MR.,ALEX,REED,1/5/1974,M,M,alex24@bmc-switzerland-com,"$50,000 ",0,Partial College,Skilled Manual,Y
28866,MR.,AARON,ADAMS,2/5/1974,S,M,aaron48@bmc-switzerland-com,"$50,000 ",0,Partial College,Skilled Manual,Y
28867,MS.,NATALIE,MARTINEZ,4/21/1974,M,F,natalie85@bmc-switzerland-com,"$50,000 ",0,Partial College,Skilled Manual,Y
28868,MR.,JASON,CHEN,2/6/1974,M,M,jason23@bmc-switzerland-com,"$50,000 ",0,Partial College,Skilled Manual,Y
28869,MS.,ISABELLA,HOWARD,9/17/1972,S,F,isabella1@bmc-switzerland-com,"$70,000 ",0,Partial College,Skilled Manual,Y
28870,MR.,BRIAN,WATSON,3/13/1972,M,M,brian12@bmc-switzerland-com,"$70,000 ",0,Partial College,Skilled Manual,Y
28871,MS.,JASMINE,WEST,9/26/1972,S,F,jasmine37@bmc-switzerland-com,"$70,000 ",0,Partial College,Skilled Manual,Y
28872,MS.,KELLI,HE,6/16/1971,S,F,kelli19@bmc-switzerland-com,"$140,000 ",0,Partial High School,Management,N
28873,MR.,ROGER,DENG,5/18/1953,M,M,roger28@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
28874,MRS.,ALEXA,BROOKS,9/11/1953,M,F,alexa1@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
28875,MR.,DENISE,SMITH,6/6/1957,S,M,denise2@bmc-switzerland-com,"$110,000 ",2,Partial College,Professional,Y
28876,MR.,AUSTIN,GARCIA,10/21/1957,M,M,austin32@bmc-switzerland-com,"$140,000 ",2,Partial College,Professional,Y
28877,MR.,JOE,VANCE,11/24/1957,S,M,joe8@bmc-switzerland-com,"$150,000 ",2,High School,Professional,N
28878,MR.,ALVIN,GUO,4/8/1957,M,M,alvin16@bmc-switzerland-com,"$160,000 ",2,High School,Professional,Y
28879,MR.,EDWIN,XIE,12/1/1957,S,M,edwin25@bmc-switzerland-com,"$170,000 ",3,Bachelors,Management,N
28880,MRS.,FELICIA,MOYER,8/28/1957,S,F,felicia9@bmc-switzerland-com,"$170,000 ",4,Bachelors,Management,N
28881,MR.,ALLEN,KAPOOR,5/2/1956,M,M,allen1@bmc-switzerland-com,"$110,000 ",2,Partial College,Professional,Y
28882,MRS.,TASHA,SHEN,8/3/1956,M,F,tasha2@bmc-switzerland-com,"$110,000 ",2,Partial College,Professional,Y
28883,MR.,EDDIE,ROMERO,9/11/1956,M,M,eddie9@bmc-switzerland-com,"$120,000 ",3,High School,Professional,Y
28884,MRS.,SHEILA,SUAREZ,10/3/1956,S,F,sheila17@bmc-switzerland-com,"$170,000 ",3,High School,Professional,N
28885,MR.,KELVIN,RAJI,9/8/1955,S,M,kelvin18@bmc-switzerland-com,"$80,000 ",2,High School,Professional,Y
28886,MR.,FRANKLIN,JAI,7/14/1955,M,M,franklin29@bmc-switzerland-com,"$100,000 ",2,High School,Professional,Y
28887,MR.,CASEY,SERRANO,5/14/1955,S,M,casey40@bmc-switzerland-com,"$120,000 ",2,Partial High School,Professional,N
28889,MRS.,ALISON,BECK,10/13/1945,M,F,alison21@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,N
28890,MRS.,JACLYN,MA,4/15/1945,M,F,jaclyn17@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
28891,MRS.,JASMINE,SMITH,11/1/1945,S,F,jasmine0@bmc-switzerland-com,"$140,000 ",4,Partial College,Professional,N
28892,MRS.,MARISSA,BRYANT,6/16/1945,S,F,marissa15@bmc-switzerland-com,"$140,000 ",4,Partial College,Professional,N
28893,MRS.,JESSIE,GUTIERREZ,6/12/1946,M,F,jessie30@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
28894,MR.,MAURICE,XU,8/3/1946,M,M,maurice5@bmc-switzerland-com,"$100,000 ",2,Bachelors,Management,Y
28895,MR.,MITCHELL,LUO,5/18/1946,S,M,mitchell5@bmc-switzerland-com,"$110,000 ",3,Bachelors,Management,Y
28896,MR.,EDWARD,DAVIS,11/12/1953,M,M,edward27@bmc-switzerland-com,"$70,000 ",4,High School,Professional,Y
28897,MRS.,JENNIFER,ROSS,3/18/1953,S,F,jennifer79@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,N
28898,MRS.,MELANIE,PATTERSON,6/26/1954,S,F,melanie26@bmc-switzerland-com,"$140,000 ",3,Partial College,Professional,N
28899,MR.,ALEJANDRO,ANAND,9/19/1954,M,M,alejandro47@bmc-switzerland-com,"$140,000 ",4,High School,Professional,Y
28900,MRS.,JASMINE,PRICE,6/5/1953,S,F,jasmine41@bmc-switzerland-com,"$110,000 ",2,Bachelors,Management,N
28901,MRS.,MARTHA,HEE,1/25/1953,M,F,martha18@bmc-switzerland-com,"$120,000 ",2,Bachelors,Management,Y
28902,MRS.,SUZANNE,SHE,11/16/1953,S,F,suzanne24@bmc-switzerland-com,"$120,000 ",2,Bachelors,Management,N
28903,MRS.,KARA,LUO,10/25/1953,M,F,kara6@bmc-switzerland-com,"$140,000 ",4,Partial College,Professional,Y
28904,MR.,IAN,FLORES,4/10/1951,M,M,ian53@bmc-switzerland-com,"$70,000 ",5,Partial High School,Skilled Manual,N
28905,MRS.,KATHERINE,BAILEY,2/19/1951,M,F,katherine10@bmc-switzerland-com,"$80,000 ",4,High School,Professional,Y
28906,MR.,STEVE,XU,9/27/1951,M,M,steve15@bmc-switzerland-com,"$80,000 ",4,High School,Professional,Y
28907,MR.,BLAKE,JENKINS,2/19/1951,M,M,blake54@bmc-switzerland-com,"$160,000 ",4,Partial College,Professional,N
28908,MS.,DOMINIQUE,SAI,3/14/1951,S,F,dominique5@bmc-switzerland-com,"$170,000 ",0,Partial College,Management,N
28909,MR.,TOMMY,CHAMPION,1/5/1950,M,M,tommy11@bmc-switzerland-com,"$80,000 ",4,High School,Management,Y
28910,MRS.,MELODY,MARTIN,8/14/1950,S,F,melody0@bmc-switzerland-com,"$80,000 ",4,High School,Management,Y
28911,MR.,LEVI,RODRIGUEZ,3/20/1950,M,M,levi17@bmc-switzerland-com,"$80,000 ",4,High School,Management,Y
28912,MR.,ALEJANDRO,ZHU,9/7/1950,M,M,alejandro17@bmc-switzerland-com,"$100,000 ",3,Partial College,Management,Y
28913,MRS.,KRISTA,DIAZ,8/24/1950,S,F,krista3@bmc-switzerland-com,"$150,000 ",4,Bachelors,Management,N
28914,MS.,ALICIA,RAI,11/20/1950,M,F,alicia14@bmc-switzerland-com,"$170,000 ",0,Partial College,Management,N
28915,MR.,JOHNNY,YUAN,5/27/1949,S,M,johnny7@bmc-switzerland-com,"$80,000 ",5,High School,Management,Y
28916,MRS.,KATHRYN,SHAN,8/16/1949,M,F,kathryn9@bmc-switzerland-com,"$160,000 ",3,Partial College,Management,Y
28917,MRS.,SANDRA,ZHOU,2/3/1948,S,F,sandra15@bmc-switzerland-com,"$80,000 ",5,High School,Management,N
28918,MRS.,GINA,BLANCO,4/7/1948,M,F,gina16@bmc-switzerland-com,"$140,000 ",4,High School,Management,N
28919,MRS.,KRYSTAL,WAGNER,6/5/1947,M,F,krystal1@bmc-switzerland-com,"$80,000 ",5,Partial High School,Skilled Manual,Y
28920,MRS.,RENÉE,ALVAREZ,9/21/1947,S,F,renée4@bmc-switzerland-com,"$120,000 ",4,High School,Management,N
28921,MR.,COREY,DENG,5/17/1947,M,M,corey1@bmc-switzerland-com,"$120,000 ",5,High School,Management,N
28922,MR.,BRENT,YE,11/13/1975,M,M,brent9@bmc-switzerland-com,"$60,000 ",0,Bachelors,Professional,Y
28923,MR.,ROBERTO,HERNANDEZ,8/7/1975,S,M,roberto3@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
28924,MS.,SYDNEY,WASHINGTON,6/27/1976,S,F,sydney35@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
28925,MR.,WARREN,LU,4/3/1976,M,M,warren27@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
28926,MR.,DANNY,SCHMIDT,5/15/1976,S,M,danny21@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
28927,MR.,JERMAINE,RANA,3/19/1976,S,M,jermaine9@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28928,MS.,MARGARET,WU,6/19/1976,S,F,margaret13@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28929,MS.,MARIE,FERNANDEZ,8/12/1975,S,F,marie17@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
28930,MR.,JARROD,KAPOOR,5/27/1975,M,M,jarrod1@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28931,MR.,DARREN,JIMÉNEZ,11/6/1975,M,M,darren27@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28932,MR.,MARSHALL,ASHE,8/27/1974,M,M,marshall42@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
28933,MS.,COLLEEN,RAI,11/10/1974,M,F,colleen40@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
28934,MR.,RICARDO,NARA,10/4/1974,M,M,ricardo16@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
28935,MR.,EDDIE,JOHNSEN,6/2/1975,S,M,eddie6@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28936,MS.,KARLA,RAJE,12/22/1974,M,F,karla15@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28937,MR.,TOMMY,NATH,4/15/1973,S,M,tommy15@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28938,MS.,SARAH,MOORE,10/4/1974,M,F,sarah10@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28939,MR.,RONALD,FERNANDEZ,10/16/1974,M,M,ronald18@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28940,MS.,KRISTINE,SERRANO,8/23/1974,M,F,kristine17@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28941,MS.,DEANNA,MORENO,4/2/1974,S,F,deanna32@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28942,MR.,FREDERICK,RAMAN,2/27/1973,M,M,frederick11@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28943,MR.,ARTHUR,MARTIN,1/15/1973,S,M,arthur23@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28944,MS.,WHITNEY,MALHOTRA,5/12/1973,M,F,whitney5@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28945,MR.,RAFAEL,LAL,6/3/1972,M,M,rafael32@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28946,MR.,JOHN,ANDERSON,9/25/1972,S,M,john47@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28947,MR.,GRANT,NATH,4/20/1973,M,M,grant20@bmc-switzerland-com,"$120,000 ",0,Partial High School,Professional,Y
28948,MS.,VALERIE,YE,8/6/1973,S,F,valerie11@bmc-switzerland-com,"$120,000 ",0,Partial High School,Professional,N
28949,MR.,LANCE,RAMOS,4/23/1973,S,M,lance17@bmc-switzerland-com,"$140,000 ",4,High School,Management,Y
28950,MR.,CARL,LAL,11/26/1972,S,M,carl8@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28951,MS.,MONICA,RODRIGUEZ,3/25/1972,M,F,monica19@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28952,MR.,ARTURO,HUANG,9/17/1972,S,M,arturo6@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
28953,MS.,TRISHA,GAO,3/19/1972,S,F,trisha9@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
28954,MR.,OMAR,HU,12/22/1972,M,M,omar19@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
28955,MR.,EMMANUEL,FERNANDEZ,10/19/1971,S,M,emmanuel14@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
28956,MS.,COLLEEN,XU,4/22/1971,S,F,colleen29@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
28957,MS.,KATE,XU,2/11/1972,S,F,kate4@bmc-switzerland-com,"$120,000 ",0,Partial High School,Professional,Y
28958,MR.,RANDY,LIANG,12/2/1972,M,M,randy19@bmc-switzerland-com,"$140,000 ",4,High School,Management,N
28959,MR.,JIMMY,ASHE,1/15/1972,M,M,jimmy7@bmc-switzerland-com,"$140,000 ",4,High School,Management,Y
28960,MRS.,JACQUELYN,VAZQUEZ,3/22/1972,M,F,jacquelyn15@bmc-switzerland-com,"$160,000 ",3,Partial High School,Professional,N
28961,MR.,MATHEW,RAMOS,2/21/1971,S,M,mathew13@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
28962,MR.,STANLEY,LOPEZ,7/3/1970,S,M,stanley18@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
28963,MR.,ROSS,PRASAD,9/9/1970,S,M,ross9@bmc-switzerland-com,"$110,000 ",0,High School,Management,N
28964,MR.,TREVOR,FOSTER,6/22/1949,S,M,trevor16@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28965,MRS.,TRINITY,MORRIS,8/3/1949,M,F,trinity15@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28966,MRS.,MARTHA,LI,2/18/1949,S,F,martha3@bmc-switzerland-com,"$40,000 ",4,High School,Professional,N
28967,MRS.,JESSICA,MORRIS,2/1/1948,S,F,jessica2@bmc-switzerland-com,"$40,000 ",4,High School,Professional,N
28968,MR.,MARCUS,MORGAN,2/24/1948,S,M,marcus89@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28969,MR.,EDUARDO,FLORES,5/8/1948,M,M,eduardo57@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28970,MRS.,DANIELLE,PETERSON,6/25/1938,S,F,danielle7@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,Y
28971,MR.,JASON,SHAN,6/20/1939,S,M,jason28@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,N
28972,MRS.,TAYLOR,BENNETT,11/10/1939,S,F,taylor26@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,Y
28973,MR.,BRYAN,COOPER,11/19/1939,S,M,bryan10@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,N
28974,MRS.,KELLY,HAYES,10/7/1939,S,F,kelly27@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,N
28975,MR.,WALTER,GILL,7/6/1940,M,M,walter7@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28976,MRS.,CHRISTINA,PETERSON,2/9/1940,S,F,christina3@bmc-switzerland-com,"$60,000 ",3,Bachelors,Management,N
28977,MR.,CARLOS,NELSON,7/25/1940,S,M,carlos37@bmc-switzerland-com,"$60,000 ",3,Bachelors,Management,Y
28979,MR.,MATTHEW,WILLIAMS,6/24/1940,M,M,matthew8@bmc-switzerland-com,"$60,000 ",3,Bachelors,Management,Y
28980,MRS.,ALYSSA,WATSON,2/13/1940,S,F,alyssa43@bmc-switzerland-com,"$60,000 ",3,Bachelors,Management,N
28981,,LUKE,JAI,3/17/1940,S,NA,luke21@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,N
28982,MRS.,SYDNEY,WATSON,12/23/1941,S,F,sydney19@bmc-switzerland-com,"$60,000 ",3,Bachelors,Management,N
28983,MR.,SEAN,LOPEZ,7/28/1941,S,M,sean45@bmc-switzerland-com,"$60,000 ",4,Bachelors,Management,N
28984,MRS.,KATHERINE,COX,12/11/1941,M,F,katherine14@bmc-switzerland-com,"$60,000 ",4,Bachelors,Management,Y
28985,MR.,ANDREW,TAYLOR,2/3/1942,S,M,andrew18@bmc-switzerland-com,"$50,000 ",4,Bachelors,Management,N
28986,MR.,CALEB,KING,7/25/1943,M,M,caleb47@bmc-switzerland-com,"$60,000 ",4,Bachelors,Management,N
28987,MRS.,JESSICA,HARRIS,6/6/1943,S,F,jessica61@bmc-switzerland-com,"$60,000 ",4,Bachelors,Management,Y
28988,MR.,HAROLD,PEREZ,2/22/1944,S,M,harold18@bmc-switzerland-com,"$40,000 ",5,Partial High School,Clerical,N
28989,MRS.,ANGELA,COX,1/17/1944,S,F,angela36@bmc-switzerland-com,"$40,000 ",5,Partial High School,Clerical,Y
28990,MRS.,ANN,RAMAN,3/6/1944,S,F,ann17@bmc-switzerland-com,"$40,000 ",5,Partial High School,Clerical,Y
28991,MR.,TIMOTHY,WARD,1/20/1947,S,M,timothy13@bmc-switzerland-com,"$40,000 ",4,High School,Professional,Y
28992,MR.,DARREN,FERNANDEZ,1/7/1947,S,M,darren17@bmc-switzerland-com,"$40,000 ",4,High School,Professional,N
28993,MRS.,DESTINY,PERRY,11/12/1945,M,F,destiny56@bmc-switzerland-com,"$40,000 ",5,Partial High School,Clerical,N
28994,MR.,NOAH,HAYES,3/3/1946,S,M,noah20@bmc-switzerland-com,"$40,000 ",5,High School,Professional,N
28995,MRS.,ALEXANDRA,WRIGHT,9/20/1946,S,F,alexandra61@bmc-switzerland-com,"$40,000 ",2,High School,Professional,Y
28996,MRS.,RACHEL,RIVERA,8/9/1947,M,F,rachel37@bmc-switzerland-com,"$40,000 ",2,High School,Professional,N
28997,MR.,HECTOR,CARLSON,11/27/1947,S,M,hector16@bmc-switzerland-com,"$40,000 ",2,High School,Professional,N
28998,MRS.,KRISTINA,RODRIGUEZ,3/13/1947,M,F,kristina19@bmc-switzerland-com,"$40,000 ",2,High School,Professional,Y
28999,,EDWARD,MARTINEZ,10/24/1947,M,NA,edward40@bmc-switzerland-com,"$70,000 ",2,Bachelors,Management,N
29000,MR.,NATHAN,BAKER,8/22/1947,S,M,nathan44@bmc-switzerland-com,"$70,000 ",2,Bachelors,Management,Y
29001,MR.,CARL,NATH,10/18/1947,S,M,carl17@bmc-switzerland-com,"$70,000 ",2,Bachelors,Management,N
29002,MRS.,HANNAH,WALKER,3/23/1948,M,F,hannah21@bmc-switzerland-com,"$70,000 ",2,Partial College,Professional,Y
29003,MRS.,VERONICA,PEREZ,4/18/1948,M,F,veronica23@bmc-switzerland-com,"$70,000 ",2,Partial College,Professional,Y
29004,MR.,ANDREW,THOMAS,11/24/1948,M,M,andrew20@bmc-switzerland-com,"$70,000 ",4,Bachelors,Management,Y
29005,MR.,CAMERON,GONZALES,9/16/1949,S,M,cameron12@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
29006,MR.,CHRISTIAN,KUMAR,2/25/1949,S,M,christian14@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
29007,MR.,ELIJAH,PERRY,12/26/1949,S,M,elijah11@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
29008,MR.,ANDRES,LUO,12/2/1949,S,M,andres3@bmc-switzerland-com,"$60,000 ",2,Bachelors,Management,N
29009,MR.,STANLEY,ARUN,10/17/1949,M,M,stanley7@bmc-switzerland-com,"$60,000 ",2,Bachelors,Management,Y
29010,MRS.,JENNIFER,LONG,12/2/1949,S,F,jennifer83@bmc-switzerland-com,"$60,000 ",2,Bachelors,Management,N
29011,MRS.,ALLISON,ROBERTS,10/13/1949,M,F,allison26@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
29012,MR.,JEREMIAH,TAYLOR,1/3/1950,M,M,jeremiah2@bmc-switzerland-com,"$40,000 ",2,Partial High School,Skilled Manual,Y
29013,MRS.,EMMA,HALL,5/10/1950,S,F,emma23@bmc-switzerland-com,"$40,000 ",2,Partial High School,Skilled Manual,Y
